Animal ID,Animal Type,Breed,Size,Intake Date,Outcome Type,Outcome Zip Code,Intake Jurisdiction,Outcome Jurisdiction,Location
A386776,DOG,ALASKAN HUSKY/LABRADOR RETR,LARGE,05/06/2019,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A307207,DOG,CHIHUAHUA LH/NORFOLK TERRIER,TOY,05/27/2014,ADOPTION,95405.0,SANTA ROSA,SANTA ROSA,"95405(38.439152, -122.672541)"
A384268,DOG,BORDER COLLIE/LABRADOR RETR,MED,02/07/2019,ADOPTION,95405.0,COUNTY,SANTA ROSA,"95405(38.439152, -122.672541)"
A313031,CAT,DOMESTIC SH,KITTN,10/23/2014,ADOPTION,95472.0,COUNTY,*SEBASTOPOL,"95472(38.394388, -122.850998)"
A354292,DOG,QUEENSLAND HEEL/MIX,PUPPY,06/24/2017,ADOPTION,95472.0,COUNTY,*SEBASTOPOL,"95472(38.394388, -122.850998)"
A304022,DOG,PIT BULL,PUPPY,03/15/2014,ADOPTION,94931.0,COUNTY,*COTATI,"94931(38.325442, -122.71081)"
A311005,CAT,DOMESTIC SH,KITTN,09/02/2014,ADOPTION,95492.0,SANTA ROSA,*WINDSOR,"95492(38.541541, -122.809202)"
A374067,CAT,DOMESTIC SH,KITTN,06/15/2018,TRANSFER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A374844,CAT,DOMESTIC SH,SMALL,07/20/2018,ADOPTION,95405.0,SANTA ROSA,SANTA ROSA,"95405(38.439152, -122.672541)"
A329403,DOG,AUST SHEPHERD/MIX,MED,11/01/2015,RETURN TO OWNER,96021.0,SANTA ROSA,OUT OF COUNTY,"96021(39.911445, -122.425007)"
A307120,CAT,DOMESTIC SH,KITTN,05/23/2014,ADOPTION,95404.0,*WINDSOR,SANTA ROSA,"95404(38.458384, -122.675588)"
A365496,CAT,DOMESTIC SH,SMALL,12/13/2017,ADOPTION,94931.0,COUNTY,COUNTY,"94931(38.325442, -122.71081)"
A358872,DOG,GERM SHEPHERD,MED,12/21/2017,EUTHANIZE,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A312825,CAT,DOMESTIC SH,SMALL,10/17/2014,ADOPTION,95405.0,*WINDSOR,SANTA ROSA,"95405(38.439152, -122.672541)"
A396447,CAT,DOMESTIC MH,SMALL,02/28/2020,TRANSFER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A384126,CAT,DOMESTIC SH,SMALL,07/26/2019,EUTHANIZE,,*WINDSOR,,
A375477,DOG,SIBERIAN HUSKY,MED,08/20/2018,TRANSFER,94146.0,COUNTY,OUT OF COUNTY,"94146(37.78008, -122.420168)"
A369347,DOG,BORDER COLLIE,SMALL,03/12/2018,RETURN TO OWNER,95425.0,COUNTY,COUNTY,"95425(38.790859, -123.010876)"
A401589,DOG,GERM SHEPHERD/MIX,LARGE,11/30/2020,ADOPTION,95404.0,COUNTY,COUNTY,"95404(38.458384, -122.675588)"
A396309,CAT,DOMESTIC SH,KITTN,02/20/2020,ADOPTION,95835.0,SANTA ROSA,OUT OF COUNTY,"95835(38.6712, -121.522246)"
A374218,DOG,CHIHUAHUA SH,TOY,06/22/2018,EUTHANIZE,,SANTA ROSA,,
A322509,DOG,HAVANESE,SMALL,05/29/2015,RETURN TO OWNER,95409.0,SANTA ROSA,SANTA ROSA,"95409(38.458965, -122.630156)"
A370588,CAT,DOMESTIC SH,SMALL,04/03/2018,EUTHANIZE,,SANTA ROSA,,
A406043,DOG,PIT BULL,MED,11/07/2019,RETURN TO OWNER,95401.0,COUNTY,SANTA ROSA,"95401(38.446019, -122.766748)"
A344152,DOG,GERM SHEPHERD/MIX,MED,10/22/2016,RETURN TO OWNER,94928.0,COUNTY,*ROHNERT PARK,"94928(38.346718, -122.695947)"
A363978,CAT,DOMESTIC SH,SMALL,11/10/2017,RETURN TO OWNER,95404.0,COUNTY,COUNTY,"95404(38.458384, -122.675588)"
A321766,DOG,BEAGLE/FOX TERR SMOOTH,MED,05/16/2015,ADOPTION,97756.0,COUNTY,OUT OF COUNTY,"97756(44.280675, -121.214118)"
A251306,DOG,CHIHUAHUA SH,TOY,04/05/2017,ADOPTION,94954.0,*WINDSOR,*PETALUMA,"94954(38.245316, -122.59871)"
A377472,DOG,CHIHUAHUA SH,SMALL,10/09/2018,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A401568,DOG,GERM SHEPHERD/MIX,MED,11/28/2020,ADOPTION,95476.0,COUNTY,COUNTY,"95476(38.280393, -122.464588)"
A302006,CAT,DOMESTIC LH,SMALL,01/25/2014,EUTHANIZE,,COUNTY,,
A312422,CAT,DOMESTIC SH,SMALL,10/02/2014,DIED,,SANTA ROSA,,
A332959,DOG,CHIHUAHUA SH/MIX,MED,11/04/2021,EUTHANIZE,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A410451,CAT,DOMESTIC LH,SMALL,03/09/2022,TRANSFER,94928.0,COUNTY,*ROHNERT PARK,"94928(38.346718, -122.695947)"
A089073,DOG,AMERICAN STAFF/PIT BULL,LARGE,11/02/2014,RETURN TO OWNER,95404.0,COUNTY,SANTA ROSA,"95404(38.458384, -122.675588)"
A356505,CAT,DOMESTIC MH,MED,08/04/2017,EUTHANIZE,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A396326,CAT,DOMESTIC SH,SMALL,02/21/2020,ADOPTION,95404.0,COUNTY,SANTA ROSA,"95404(38.458384, -122.675588)"
A307748,DOG,RHOD RIDGEBACK/MIX,MED,01/15/2015,EUTHANIZE,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A315690,DOG,GERM SHEPHERD,MED,04/16/2016,TRANSFER,97206.0,COUNTY,OUT OF COUNTY,"97206(45.482846, -122.599304)"
A367878,DOG,PIT BULL,MED,02/15/2020,RETURN TO OWNER,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A362454,CAT,DOMESTIC SH,SMALL,10/10/2017,TRANSFER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A322737,CAT,DOMESTIC SH,KITTN,06/06/2015,ADOPTION,95405.0,COUNTY,SANTA ROSA,"95405(38.439152, -122.672541)"
A341698,DOG,CHIHUAHUA SH,TOY,08/29/2016,ADOPTION,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A367326,DOG,"ROTTWEILER, MIX",,06/08/2019,EUTHANIZE,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A354007,CAT,DOMESTIC SH,KITTN,06/14/2017,EUTHANIZE,,COUNTY,,
A313435,DOG,PARSON RUSS TER/MIX,SMALL,11/05/2014,RETURN TO OWNER,95448.0,COUNTY,COUNTY,"95448(38.618857, -122.861927)"
A410367,CAT,DOMESTIC SH,SMALL,03/03/2022,ADOPTION,95403.0,SANTA ROSA,COUNTY,"95403(38.486997, -122.749134)"
A396995,DOG,AUST KELPIE/MIX,MED,02/16/2021,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A406264,DOG,PIT BULL/MIX,MED,05/13/2021,RETURN TO OWNER,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A330696,DOG,GERM SHEPHERD,PUPPY,12/11/2015,ADOPTION,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A379457,DOG,PIT BULL,LARGE,01/30/2019,ADOPTION,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A304635,DOG,PIT BULL,LARGE,03/26/2014,ADOPTION,95422.0,SANTA ROSA,OUT OF COUNTY,"95422(38.962754, -122.634743)"
A308774,DOG,ENG COONHOUND,MED,07/05/2014,RETURN TO OWNER,95492.0,COUNTY,*WINDSOR,"95492(38.541541, -122.809202)"
A366714,DOG,LABRADOR RETR/MIX,MED,01/06/2018,RETURN TO OWNER,95409.0,SANTA ROSA,SANTA ROSA,"95409(38.458965, -122.630156)"
A317863,CAT,SIAMESE/MIX,SMALL,03/11/2015,ADOPTION,95492.0,SANTA ROSA,*WINDSOR,"95492(38.541541, -122.809202)"
A373943,CAT,DOMESTIC SH,KITTN,06/09/2018,TRANSFER,94952.0,COUNTY,*PETALUMA,"94952(38.236012, -122.730241)"
A314131,DOG,GERM SHEPHERD,LARGE,11/21/2014,ADOPTION,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A370924,DOG,CHIHUAHUA SH/MIX,SMALL,04/17/2018,ADOPTION,95476.0,COUNTY,COUNTY,"95476(38.280393, -122.464588)"
A380783,DOG,GERM SHEPHERD/STAFFORDSHIRE,LARGE,11/22/2018,RETURN TO OWNER,95404.0,COUNTY,SANTA ROSA,"95404(38.458384, -122.675588)"
A234388,DOG,LABRADOR RETR,X-LRG,09/27/2017,RETURN TO OWNER,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A309835,DOG,COCKER SPAN/MIX,SMALL,08/06/2014,ADOPTION,95407.0,COUNTY,SANTA ROSA,"95407(38.403734, -122.736775)"
A314260,DOG,CATAHOULA/MIX,LARGE,11/24/2014,EUTHANIZE,,COUNTY,,
A387934,DOG,PIT BULL,MED,06/01/2019,RETURN TO OWNER,95404.0,COUNTY,SANTA ROSA,"95404(38.458384, -122.675588)"
A324195,CAT,SIAMESE/MIX,KITTN,07/10/2015,EUTHANIZE,,COUNTY,,
A412428,DOG,MASTIFF/MIX,LARGE,07/12/2022,,,COUNTY,,
A301839,DOG,CHIHUAHUA SH,TOY,01/20/2014,RETURN TO OWNER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A302680,CAT,DOMESTIC LH,SMALL,02/14/2014,EUTHANIZE,,COUNTY,,
A308051,CAT,DOMESTIC SH,KITTN,06/17/2014,ADOPTION,95492.0,SANTA ROSA,*WINDSOR,"95492(38.541541, -122.809202)"
A378509,CAT,DOMESTIC SH,SMALL,10/24/2018,TRANSFER,94928.0,SANTA ROSA,*ROHNERT PARK,"94928(38.346718, -122.695947)"
A040548,DOG,AMERICAN STAFF/PIT BULL,LARGE,02/13/2014,RETURN TO OWNER,94928.0,COUNTY,*ROHNERT PARK,"94928(38.346718, -122.695947)"
A302202,CAT,DOMESTIC SH,SMALL,01/31/2014,DIED,,COUNTY,,
A356527,DOG,SCOT TERRIER,SMALL,08/05/2017,RETURN TO OWNER,94954.0,COUNTY,*PETALUMA,"94954(38.245316, -122.59871)"
A300377,DOG,BULL TERRIER,MED,10/30/2015,RETURN TO OWNER,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A372416,DOG,AFFENPINSCHER,MED,10/06/2018,RETURN TO OWNER,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A337950,CAT,DOMESTIC SH,SMALL,06/03/2016,ADOPTION,94928.0,COUNTY,*ROHNERT PARK,"94928(38.346718, -122.695947)"
A385108,CAT,DOMESTIC MH,SMALL,03/23/2019,TRANSFER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A328615,DOG,ROTTWEILER,X-LRG,04/12/2016,RETURN TO OWNER,95409.0,SANTA ROSA,SANTA ROSA,"95409(38.458965, -122.630156)"
A294768,DOG,BOXER/PIT BULL,MED,02/20/2015,RETURN TO OWNER,94949.0,COUNTY,,"94949(38.06215, -122.53789)"
A328197,DOG,PIT BULL/MIX,LARGE,10/12/2015,RETURN TO OWNER,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A366557,CAT,SIAMESE,SMALL,12/30/2017,TRANSFER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A306018,CAT,DOMESTIC SH,SMALL,04/29/2014,DIED,,SANTA ROSA,,
A329446,DOG,ROTTWEILER,LARGE,11/04/2015,RETURN TO OWNER,94954.0,COUNTY,COUNTY,"94954(38.245316, -122.59871)"
A339245,CAT,DOMESTIC MH,KITTN,07/05/2016,EUTHANIZE,,COUNTY,,
A406476,DOG,CHIHUAHUA SH,SMALL,08/26/2021,ADOPTION,94954.0,COUNTY,*PETALUMA,"94954(38.245316, -122.59871)"
A379514,DOG,CHIHUAHUA SH,TOY,11/06/2018,RETURN TO OWNER,,COUNTY,OUT OF COUNTY,
A370569,DOG,AM PIT BULL TER/MIX,MED,04/02/2018,ADOPTION,95405.0,SANTA ROSA,SANTA ROSA,"95405(38.439152, -122.672541)"
A390808,DOG,LABRADOR RETR,MED,09/10/2020,RETURN TO OWNER,95476.0,COUNTY,COUNTY,"95476(38.280393, -122.464588)"
A399405,DOG,PIT BULL/MIX,LARGE,08/06/2020,TRANSFER,94598.0,COUNTY,OUT OF COUNTY,"94598(37.916331, -122.020165)"
A322853,CAT,DOMESTIC SH,KITTN,06/11/2015,ADOPTION,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A320990,DOG,AMER BULLDOG/MIX,LARGE,04/21/2015,RETURN TO OWNER,95820.0,SANTA ROSA,OUT OF COUNTY,"95820(38.534818, -121.445732)"
A328432,DOG,PIT BULL,MED,10/25/2019,TRANSFER,94598.0,SANTA ROSA,OUT OF COUNTY,"94598(37.916331, -122.020165)"
A333054,CAT,DOMESTIC SH,SMALL,02/11/2016,TRANSFER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A304617,DOG,LABRADOR RETR/MIX,MED,03/25/2014,RETURN TO OWNER,95448.0,*HEALDSBURG,*HEALDSBURG,"95448(38.618857, -122.861927)"
A363681,DOG,GERM SHEPHERD,MED,10/25/2017,ADOPTION,94951.0,COUNTY,COUNTY,"94951(38.314417, -122.656863)"
A377244,DOG,ROTTWEILER,LARGE,10/04/2018,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A378258,DOG,LABRADOR & GOLD,,01/26/2019,RETURN TO OWNER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A375635,DOG,AUST CATTLE DOG,MED,08/28/2018,EUTHANIZE,,COUNTY,,
A354008,CAT,DOMESTIC SH,KITTN,06/14/2017,EUTHANIZE,,COUNTY,,
A400859,DOG,GREAT PYRENEES,LARGE,10/08/2020,ADOPTION,95404.0,COUNTY,SANTA ROSA,"95404(38.458384, -122.675588)"
A370695,CAT,HIMALAYAN/MIX,MED,04/08/2018,TRANSFER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A328373,DOG,PIT BULL/MIX,MED,10/15/2015,EUTHANIZE,,SANTA ROSA,,
A329270,DOG,AUST CATTLE DOG/QUEENSLAND HEEL,MED,12/12/2015,ADOPTION,95492.0,SANTA ROSA,*WINDSOR,"95492(38.541541, -122.809202)"
A341318,DOG,GERM SHEPHERD,LARGE,08/23/2016,ADOPTION,95479.0,COUNTY,OUT OF COUNTY,95479
A406092,DOG,SIBERIAN HUSKY,PUPPY,07/30/2021,ADOPTION,95409.0,COUNTY,SANTA ROSA,"95409(38.458965, -122.630156)"
A342423,DOG,CHIHUAHUA SH,TOY,09/16/2016,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A330712,DOG,LABRADOR RETR,LARGE,12/12/2015,RETURN TO OWNER,95448.0,COUNTY,COUNTY,"95448(38.618857, -122.861927)"
A334496,CAT,DOMESTIC SH,SMALL,03/19/2016,RETURN TO OWNER,95409.0,COUNTY,SANTA ROSA,"95409(38.458965, -122.630156)"
A411339,DOG,CHIHUAHUA SH/POODLE TOY,SMALL,05/03/2022,DISPOSAL,,SANTA ROSA,,
A351680,DOG,COCKER SPAN/MIX,MED,02/04/2019,RETURN TO OWNER,95404.0,COUNTY,SANTA ROSA,"95404(38.458384, -122.675588)"
A394367,DOG,GERM SHEPHERD,LARGE,12/11/2019,TRANSFER,96161.0,SANTA ROSA,OUT OF COUNTY,"96161(39.338556, -120.180444)"
A333086,DOG,DACHSHUND,SMALL,02/13/2016,ADOPTION,95403.0,COUNTY,COUNTY,"95403(38.486997, -122.749134)"
A400284,DOG,SIBERIAN HUSKY,MED,09/05/2020,RETURN TO OWNER,92069.0,SANTA ROSA,OUT OF COUNTY,"92069(33.159828, -117.157041)"
A388040,DOG,TR WALKER HOUND/MIX,MED,06/06/2019,TRANSFER,94710.0,COUNTY,OUT OF COUNTY,"94710(37.869271, -122.300531)"
A231721,DOG,LHASA APSO/MIX,MED,02/22/2014,ADOPTION,95405.0,SANTA ROSA,SANTA ROSA,"95405(38.439152, -122.672541)"
A378597,DOG,AUST KELPIE,MED,10/26/2018,RETURN TO OWNER,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A370194,DOG,CHIHUAHUA SH/MIX,SMALL,03/23/2018,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A385918,DOG,CAIRN TERRIER/MIX,TOY,03/31/2019,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A314651,CAT,DOMESTIC SH,KITTN,12/05/2014,ADOPTION,94928.0,COUNTY,*ROHNERT PARK,"94928(38.346718, -122.695947)"
A321320,DOG,LABRADOR RETR/MIX,LARGE,09/27/2017,RETURN TO OWNER,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A336647,DOG,SIBERIAN HUSKY,MED,05/05/2016,RETURN TO OWNER,95436.0,COUNTY,COUNTY,"95436(38.491884, -122.90672)"
A365389,CAT,DOMESTIC SH,KITTN,12/08/2017,ADOPTION,95448.0,SANTA ROSA,*HEALDSBURG,"95448(38.618857, -122.861927)"
A302851,DOG,DACHSHUND WH/CAIRN TERRIER,SMALL,03/11/2014,ADOPTION,95404.0,*SONOMA,COUNTY,"95404(38.458384, -122.675588)"
A345886,CAT,DOMESTIC SH,SMALL,12/05/2016,EUTHANIZE,,SANTA ROSA,,
A331590,DOG,PIT BULL,MED,01/06/2016,RETURN TO OWNER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A354710,DOG,GERM SHEPHERD,LARGE,07/06/2017,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A362553,DOG,POODLE MIN/COCKER SPAN,MED,10/13/2017,TRANSFER,92009.0,SANTA ROSA,OUT OF COUNTY,"92009(33.096916, -117.245946)"
A334888,DOG,YORKSHIRE TERR/MIX,SMALL,03/25/2016,RETURN TO OWNER,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A292731,DOG,RAT TERRIER/MIX,SMALL,10/23/2017,RETURN TO OWNER,95409.0,SANTA ROSA,SANTA ROSA,"95409(38.458965, -122.630156)"
A353125,DOG,BORDER COLLIE/QUEENSLAND HEEL,LARGE,05/19/2017,ADOPTION,94952.0,SANTA ROSA,COUNTY,"94952(38.236012, -122.730241)"
A352708,DOG,PIT BULL/MIX,PUPPY,01/11/2018,RETURN TO OWNER,94954.0,COUNTY,*PETALUMA,"94954(38.245316, -122.59871)"
A353411,DOG,PIT BULL,MED,07/16/2017,EUTHANIZE,,SANTA ROSA,,
A019702,DOG,CHIHUAHUA SH/MIX,SMALL,11/15/2014,RETURN TO OWNER,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A396902,DOG,PIT BULL/MIX,MED,03/18/2020,RETURN TO OWNER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A354143,DOG,CHIHUAHUA SH,PUPPY,06/20/2017,ADOPTION,94801.0,SANTA ROSA,OUT OF COUNTY,"94801(37.946213, -122.371708)"
A308376,CAT,DOMESTIC SH,SMALL,06/26/2014,TRANSFER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A317560,CAT,DOMESTIC SH,KITTN,03/05/2015,ADOPTION,95401.0,COUNTY,SANTA ROSA,"95401(38.446019, -122.766748)"
A350437,CAT,DOMESTIC SH,SMALL,04/03/2017,ADOPTION,95405.0,SANTA ROSA,SANTA ROSA,"95405(38.439152, -122.672541)"
A322298,DOG,FRENCH BULLDOG/MIX,SMALL,07/02/2019,RETURN TO OWNER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A312031,CAT,DOMESTIC SH,KITTN,09/24/2014,RETURN TO OWNER,94952.0,COUNTY,COUNTY,"94952(38.236012, -122.730241)"
A338455,CAT,DOMESTIC SH,SMALL,06/14/2016,EUTHANIZE,,*WINDSOR,,
A391922,CAT,DOMESTIC LH,KITTN,10/01/2019,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A301363,DOG,CHIHUAHUA SH,TOY,01/09/2014,TRANSFER,95476.0,SANTA ROSA,COUNTY,"95476(38.280393, -122.464588)"
A310390,CAT,DOMESTIC SH,SMALL,08/20/2014,RETURN TO OWNER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A405743,DOG,GERM SHEPHERD/MIX,LARGE,02/14/2022,TRANSFER,95015.0,SANTA ROSA,OUT OF COUNTY,"95015(37.319314, -122.029264)"
A304357,CAT,DOMESTIC SH,KITTN,03/21/2014,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A346389,DOG,STAFFORDSHIRE,LARGE,04/08/2020,RETURN TO OWNER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A309111,CAT,DOMESTIC SH,SMALL,07/15/2014,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A316651,CAT,DOMESTIC SH,SMALL,02/10/2015,EUTHANIZE,,SANTA ROSA,,
A363910,DOG,PARSON RUSS TER/MIX,SMALL,11/06/2017,ADOPTION,95401.0,COUNTY,SANTA ROSA,"95401(38.446019, -122.766748)"
A381688,CAT,DOMESTIC SH,KITTN,12/06/2018,ADOPTION,95492.0,*PETALUMA,*WINDSOR,"95492(38.541541, -122.809202)"
A309156,DOG,BICHON FRISE/MIX,SMALL,10/30/2016,RETURN TO OWNER,95446.0,COUNTY,COUNTY,"95446(38.510032, -122.996796)"
A401029,CAT,DOMESTIC SH,KITTN,10/19/2020,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A357023,DOG,BORDER COLLIE/MIX,MED,08/17/2017,RETURN TO OWNER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A360537,CAT,DOMESTIC SH,KITTN,09/01/2017,TRANSFER,95407.0,*ROHNERT PARK,COUNTY,"95407(38.403734, -122.736775)"
A331588,CAT,DOMESTIC SH,SMALL,01/06/2016,EUTHANIZE,,COUNTY,,
A311075,DOG,PIT BULL/MIX,LARGE,09/02/2014,RETURN TO OWNER,95453.0,COUNTY,OUT OF COUNTY,"95453(39.043586, -122.936436)"
A405927,DOG,POODLE MIN,SMALL,07/18/2021,RETURN TO OWNER,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A406364,CAT,DOMESTIC SH,SMALL,08/21/2021,ADOPTION,94515.0,SANTA ROSA,OUT OF COUNTY,"94515(38.596259, -122.603413)"
A385997,DOG,SCHNAUZER MIN/MIX,SMALL,04/05/2019,TRANSFER,94598.0,COUNTY,OUT OF COUNTY,"94598(37.916331, -122.020165)"
A389164,DOG,CHOW CHOW,MED,07/02/2019,ADOPTION,94931.0,SANTA ROSA,COUNTY,"94931(38.325442, -122.71081)"
A344945,CAT,DOMESTIC SH,KITTN,11/10/2016,RETURN TO OWNER,95401.0,COUNTY,COUNTY,"95401(38.446019, -122.766748)"
A307614,DOG,GERM SHEPHERD/MIX,MED,06/04/2014,RETURN TO OWNER,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A319918,DOG,PIT BULL/BOXER,PUPPY,04/08/2015,ADOPTION,95405.0,COUNTY,SANTA ROSA,"95405(38.439152, -122.672541)"
A308077,CAT,DOMESTIC SH,SMALL,06/18/2014,RETURN TO OWNER,94952.0,COUNTY,COUNTY,"94952(38.236012, -122.730241)"
A411679,CAT,DOMESTIC SH,KITTN,05/22/2022,TRANSFER,94952.0,COUNTY,*PETALUMA,"94952(38.236012, -122.730241)"
A246267,DOG,GREAT PYRENEES,LARGE,10/04/2018,RETURN TO OWNER,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A317633,DOG,SHIH TZU,TOY,03/06/2015,ADOPTION,95492.0,SANTA ROSA,COUNTY,"95492(38.541541, -122.809202)"
A271448,DOG,CHIHUAHUA SH,TOY,05/24/2017,ADOPTION,94954.0,SANTA ROSA,*PETALUMA,"94954(38.245316, -122.59871)"
A379577,DOG,PIT BULL/MIX,MED,11/07/2018,EUTHANIZE,,SANTA ROSA,,
A411644,CAT,DOMESTIC SH,SMALL,05/19/2022,DISPOSAL,,SANTA ROSA,,
A404899,CAT,DOMESTIC SH,KITTN,05/20/2021,ADOPTION,95403.0,SANTA ROSA,COUNTY,"95403(38.486997, -122.749134)"
A255848,CAT,DOMESTIC LH,SMALL,11/05/2016,ADOPTION,95409.0,*WINDSOR,SANTA ROSA,"95409(38.458965, -122.630156)"
A286988,DOG,PIT BULL/MIX,MED,12/18/2014,RETURN TO OWNER,95404.0,COUNTY,COUNTY,"95404(38.458384, -122.675588)"
A353255,CAT,DOMESTIC SH,KITTN,05/25/2017,ADOPTION,95425.0,COUNTY,*CLOVERDALE,"95425(38.790859, -123.010876)"
A257654,DOG,SHIH TZU,TOY,10/09/2017,RETURN TO OWNER,95403.0,COUNTY,COUNTY,"95403(38.486997, -122.749134)"
A384459,DOG,BORDER COLLIE/MIX,MED,02/20/2019,RETURN TO OWNER,95404.0,COUNTY,COUNTY,"95404(38.458384, -122.675588)"
A303623,DOG,CHIHUAHUA SH/MIX,SMALL,09/21/2014,RETURN TO OWNER,95403.0,COUNTY,*WINDSOR,"95403(38.486997, -122.749134)"
A353284,CAT,DOMESTIC SH,KITTN,05/26/2017,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A319503,CAT,DOMESTIC MH,KITTN,03/27/2015,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A410637,DOG,DOBERMAN PINSCH,PUPPY,03/19/2022,RETURN TO OWNER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A316418,DOG,PIT BULL,MED,02/03/2015,ADOPTION,95407.0,COUNTY,SANTA ROSA,"95407(38.403734, -122.736775)"
A384036,CAT,DOMESTIC SH,SMALL,02/15/2019,RETURN TO OWNER,95476.0,SANTA ROSA,COUNTY,"95476(38.280393, -122.464588)"
A374848,DOG,SIBERIAN HUSKY/LABRADOR RETR,LARGE,07/20/2018,EUTHANIZE,,COUNTY,,
A306388,DOG,DOBERMAN PINSCH,LARGE,05/09/2014,TRANSFER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A345653,DOG,GERM SHEPHERD,LARGE,11/23/2016,TRANSFER,94947.0,COUNTY,OUT OF COUNTY,"94947(38.098743, -122.592459)"
A352724,DOG,PIT BULL,MED,06/19/2017,ADOPTION,94559.0,COUNTY,OUT OF COUNTY,"94559(38.281163, -122.294975)"
A322315,DOG,CHIHUAHUA SH/MIX,SMALL,05/22/2015,ADOPTION,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A408723,DOG,SIBERIAN HUSKY/MIX,LARGE,02/10/2022,RETURN TO OWNER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A328616,DOG,ROTTWEILER,PUPPY,10/17/2015,RETURN TO OWNER,95409.0,SANTA ROSA,SANTA ROSA,"95409(38.458965, -122.630156)"
